,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,68.97662,51.783142,71.53531,55.12074,65.93264,46.828537,67.14589,46.64245,38.17488
std,4.0925465,5.7980566,1.8411033,3.0034397,2.70477,2.8326707,1.2237799,2.6727931,3.1324627
