,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,65.0132,51.627167,71.116745,47.228565,65.150955,39.54372,63.834877,39.083893,35.220634
std,2.5044088,2.5296087,1.5575066,1.6016583,1.9229635,1.8677377,2.1024673,2.5598655,1.6773686
