,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,70.4315,51.365772,76.26471,63.69988,70.01676,50.54219,71.849686,53.264137,30.940933
std,2.7908802,2.947673,2.5822792,4.18044,2.7555916,3.0548925,1.7312618,2.7833016,3.5391295
