,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,65.41651,43.035217,73.84198,55.597878,66.279785,42.38133,65.3495,42.51779,37.04975
std,1.4690235,1.9600935,1.3139577,2.7403803,1.8099287,2.3663626,1.5151951,2.0901718,1.7666247
