,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,59.758644,41.99798,66.95528,60.12745,61.030506,47.667786,63.496056,48.88954,22.757416
std,2.199167,2.472455,2.0127974,1.8613477,1.7821714,1.6913005,1.6827334,0.98620343,2.4090884
