,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,56.551155,42.05261,69.431175,63.613983,62.38694,48.805477,63.16384,48.108196,30.289303
std,1.7037233,2.0435767,1.8120759,2.0378027,1.8341846,2.6661236,1.6284055,1.8160491,2.5172653
