,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,64.84361,47.702797,74.71462,69.55553,59.997368,46.770218,64.67876,48.37365,30.62566
std,1.4969816,1.8169788,1.4134959,1.6689295,2.1939847,2.56065,1.6575406,2.62652,1.8918492
