,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,61.558205,40.873207,63.980263,41.247593,64.898384,44.76426,63.074028,43.360718,42.83898
std,2.9821863,3.330102,1.8845067,2.1104217,1.6099476,2.0002453,1.4416583,1.3969326,2.3854616
