,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,66.66394,45.340057,72.30467,55.40808,70.031044,48.91291,67.11461,48.214832,35.96206
std,2.7486148,2.8644624,1.1732857,2.1740124,2.4587007,1.766756,3.2895339,3.6418583,2.6850305
