,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,59.078106,40.180508,65.21952,54.25257,61.17274,39.58539,61.089233,40.225716,32.035896
std,2.1234133,2.5057507,2.2601435,2.4953933,1.833803,3.2362459,1.2949504,1.9997283,3.0330646
