,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,67.15979,49.11782,70.958694,56.47165,61.949333,44.018227,65.96126,43.45063,37.21065
std,5.1502824,5.6383686,2.765788,2.6073732,4.2245126,4.347473,4.137385,4.649813,3.7997162
