,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,66.26273,54.224037,66.284096,56.277306,63.296223,51.120125,63.69587,52.253956,21.449327
std,2.5288804,2.2494693,3.089018,2.5389555,3.124337,2.1727364,2.5447145,2.4796512,1.2871544
