,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,46.309315,34.1304,48.077805,33.964928,49.66186,35.34896,50.756874,37.140858,32.9441
std,1.3344518,2.0078676,1.9958146,2.476017,1.925827,2.5399735,1.9091098,2.95097,0.91159624
