,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,55.31024,40.834126,64.84936,49.803947,57.936726,36.434807,57.165905,38.31723,31.260906
std,1.7827157,2.0919945,2.0286582,2.4739501,1.4425013,2.1413696,1.2162552,1.7971449,1.4778681
