,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,64.489365,47.786568,66.39236,52.521027,61.642036,44.697113,61.281853,45.841545,31.769627
std,3.8407023,3.7387526,3.3030612,3.272245,3.783456,3.5327475,3.3261647,2.7043896,2.3987885
