,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,67.139725,43.98737,70.45703,49.3199,68.775,45.50486,66.473915,42.087746,43.298668
std,1.496979,2.4235551,2.041211,2.6560473,3.2833703,4.243099,1.4346083,2.2635915,1.6489456
