,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,68.154495,55.687065,72.47322,65.500404,65.994545,51.799812,63.97892,47.544483,26.210094
std,1.157402,1.4181377,1.797981,2.7032776,1.0150374,0.47620228,2.1672065,2.3587422,2.4493685
