,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,51.488598,35.510185,60.487804,51.975685,49.333797,36.430622,53.675648,38.969112,29.954502
std,1.8890122,2.277616,1.1102989,1.7523386,3.1386805,3.2156496,2.1359234,2.3712628,2.1373525
