,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,58.25338,41.209362,67.619736,59.59179,58.481792,41.454994,57.828594,40.713905,26.238565
std,3.4896305,3.7700114,2.6058807,2.9251833,3.9671967,4.278739,3.1203194,3.491113,1.9349104
