,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,57.87964,40.90509,62.129417,42.685905,57.037605,35.58162,56.298912,36.352554,39.536324
std,2.2160182,2.5855393,0.9716119,1.5529215,0.8739591,1.1117841,1.3229946,1.7815886,1.5263338
