,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,67.06984,50.382088,68.94521,50.63272,67.861084,46.714687,66.56868,48.226166,35.11077
std,5.7975087,6.1566873,3.3079996,2.9225478,4.8366694,5.092891,3.8050754,4.270805,3.040789
