,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,68.565895,46.859367,75.09021,60.798668,69.2087,53.940723,68.09474,48.293148,32.74209
std,2.1128361,2.3021038,0.87526536,1.1472564,1.8049635,1.8196828,3.0116377,3.705972,2.3109667
