,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,54.132362,41.938023,57.39982,40.3991,57.471687,40.066074,57.04177,37.03767,50.286842
std,2.7097383,3.0045052,3.0688882,3.7213871,2.788766,2.3209498,2.23886,1.5990148,0.7036767
