,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,60.05384,41.033703,60.541725,40.08415,58.159893,35.855507,61.60547,39.924274,43.979168
std,2.3136656,2.433969,1.2324789,1.9629738,0.7340706,0.88875276,0.9917338,1.2276114,2.774127
