,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,55.585045,41.867153,62.52369,52.055237,60.70533,47.782578,60.672264,44.9827,23.758118
std,2.3415275,2.7091582,2.3634953,2.6614573,2.0869331,2.6165187,1.5990407,2.0883694,2.1044002
