,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,71.5966,56.370068,79.395996,73.331795,65.5928,51.13027,72.24569,55.66634,31.21259
std,1.6195642,2.8794801,2.6007745,3.3388815,2.5391366,4.050929,2.3040936,3.591222,4.087324
