,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,66.52802,44.053143,69.86879,48.541206,63.81717,43.30391,66.80129,48.278996,48.079063
std,1.3331903,2.063978,1.9740616,1.9019626,2.4427786,2.9521594,1.978009,2.7518682,2.0339084
