,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,60.762657,46.61397,74.606026,64.331665,56.38982,43.617588,61.95575,42.72877,33.12902
std,2.2154622,2.7714682,2.9282086,2.7964156,1.9707886,1.859983,2.228857,2.7438834,1.0368799
