,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,69.08794,57.41391,68.957054,57.27995,63.906208,49.57411,61.67161,43.68151,28.812479
std,0.9786458,1.092814,1.0613886,2.1135526,1.7475759,2.049577,1.6012669,2.7243106,2.7060275
