,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,65.1364,49.604836,68.83946,63.82453,68.029816,60.2878,66.34573,53.83327,19.453169
std,1.6008272,2.047646,2.0890844,2.4856482,1.4326121,1.7106595,1.5047309,1.8110398,1.6461463
