,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,55.271942,44.221714,56.99654,40.599106,56.99936,39.548313,57.08534,40.535538,38.950294
std,2.377619,2.5818863,1.0414737,1.9024372,1.7761928,2.0728736,1.7832524,1.9273942,0.71445227
