,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,64.379745,44.62513,65.747826,50.709103,66.64145,44.360195,63.18872,44.36503,28.849228
std,2.15465,2.5453835,1.7517314,2.7443087,1.9895594,2.0017037,1.106779,1.9620836,1.8146579
