,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,63.834126,49.763165,71.44124,64.51095,58.403553,45.13645,64.367935,50.675278,29.404907
std,3.0738766,2.8587856,2.861462,2.4092114,3.5338545,3.9226253,2.9835207,2.1882586,2.5524383
