,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,72.41436,56.121777,74.06282,60.681602,69.96409,52.91015,70.64161,52.91461,39.58979
std,5.28344,4.6650367,2.1489904,3.5115638,3.6589005,4.2073727,1.3916796,1.355957,4.3949895
