,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,59.28175,41.690697,61.383087,42.832115,62.75364,37.920643,59.985573,35.05981,53.536877
std,1.6244079,1.7742404,2.1905909,2.5521002,2.0212035,2.431184,1.1849388,1.3147445,0.8699149
