,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,44.97831,34.70263,51.440594,45.342815,47.80026,37.01265,49.10562,38.21179,22.185566
std,1.6840243,2.055796,1.8136048,2.43968,2.2881284,3.1593308,2.0255122,3.1503897,0.30838308
