,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,53.03434,38.952015,60.312294,50.34327,55.15813,37.979095,56.906197,40.12165,26.615728
std,2.6068897,3.0035384,1.9555166,2.203051,2.3738537,2.288361,2.0328999,1.5318505,1.8957037
