,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,66.6583,46.98985,69.71183,49.84597,65.34749,42.810055,65.0018,45.586132,35.308308
std,3.3756545,3.9029455,1.2581776,2.5798104,1.7163303,1.822179,1.2903684,2.0588303,3.066406
