,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,66.744705,43.653023,73.33987,51.480053,68.17389,44.167248,63.927666,40.291252,39.20451
std,1.4434038,2.0622284,1.85273,1.9502056,3.0596988,3.4399168,1.6478193,2.5004406,1.8168527
