,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,66.04756,51.133278,78.300186,68.417465,61.7182,51.0662,65.556435,43.395836,35.197937
std,1.8421382,1.6206514,1.5979805,1.7030439,2.1323142,2.2088597,1.6407399,1.7908486,2.124951
