,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,59.76161,44.557415,68.10523,53.68363,57.705273,34.8977,64.66583,47.6924,30.758326
std,2.5271647,2.3444402,2.2414296,2.134686,1.7659016,1.6471916,2.0988743,2.8055274,1.0172232
