,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,69.18367,49.60857,77.109436,68.36035,71.133644,53.600323,71.55899,51.86724,29.801159
std,4.2348657,4.9332085,1.9532523,3.6960795,2.5514152,4.4678435,1.6937432,3.810186,3.3476107
