,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,58.570137,46.220356,65.34015,55.625397,56.16335,44.67388,57.548164,39.244694,26.081076
std,2.0754004,2.4652007,2.1523516,2.7075274,2.2830098,2.7063844,2.1281683,2.8952043,3.6045146
