,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,68.44079,51.870186,73.24394,64.01848,69.81653,53.314766,69.55528,50.543987,30.29065
std,5.2707133,5.530419,2.9213922,2.973059,4.0076475,4.66152,3.0769756,3.5171742,2.9360409
