,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,52.45864,38.45265,59.82685,42.257385,53.945824,33.819794,54.786175,37.063114,29.612173
std,2.5731778,3.167633,2.3896167,2.2636995,2.6796408,2.488927,2.5397503,1.8960861,2.143681
