,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,48.10079,34.03237,52.289757,35.4672,49.02456,37.14663,50.208878,30.474934,41.818443
std,1.3231046,1.6460778,1.753458,1.8278077,1.9820695,1.5253574,1.8344728,1.7469594,1.9100453
