,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,54.602917,34.848392,54.899445,36.77358,56.21638,36.429813,57.97998,40.49875,42.807568
std,1.684482,2.099489,0.94084793,1.8876872,2.1330366,2.5029137,1.3895043,1.4650887,1.2169327
