,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,57.85984,38.34101,59.612926,38.170345,58.52019,35.34104,59.416557,38.362354,35.514404
std,1.5708438,2.4038181,1.2721612,1.2961047,2.3812773,2.143347,1.8226339,1.6455479,1.8141758
