,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,57.35261,40.035156,59.383965,43.88133,60.062336,40.402218,58.263954,39.18032,47.83336
std,2.1704373,2.0629354,1.2957721,1.2414098,1.9255037,1.8174256,1.3684473,1.6226269,1.5247146
