,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,60.938713,45.190422,72.32977,63.540993,66.28865,48.713753,71.20753,57.123756,29.199673
std,2.510161,2.5521855,1.9067196,1.947406,1.8086325,2.5637445,2.3343208,2.8914688,0.85316205
