,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,53.579277,45.02688,55.033997,44.99321,51.964317,39.445824,53.99819,36.014404,30.424616
std,2.7961788,2.804491,1.5519222,2.2007782,1.99581,2.2043374,1.5973909,1.7336551,1.3452009
