,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,67.97768,47.215454,73.99673,62.485664,67.51582,48.902164,66.67232,47.65572,40.07997
std,3.9970129,4.516745,0.95363474,1.5914618,2.9617329,2.618136,2.7813125,3.0385647,3.290501
