,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,68.90718,51.573566,81.38382,77.20765,76.33095,66.93845,73.887115,59.098705,26.043285
std,2.7217944,3.3386106,2.4566069,2.7510855,2.3673043,2.9779525,1.7298433,2.8925617,2.8965247
