,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,54.553734,34.35137,60.68587,49.80286,56.371346,39.04929,59.29547,43.71428,26.738907
std,1.7046803,2.2156126,0.7904535,1.6453943,1.5852375,1.9762563,1.0538473,1.2986252,1.6400039
