,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,63.140423,46.878338,67.05371,57.866188,60.087902,43.20053,63.50376,50.066452,27.644794
std,3.7783184,3.5299754,2.6071653,2.61752,3.6279166,3.4857101,2.6778195,1.9093487,1.8966805
