,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,55.429913,44.6086,55.221954,39.69537,56.90761,39.82342,57.050274,40.55878,31.854584
std,2.6715746,2.7323072,1.4815019,1.5638367,1.8791051,2.2066197,1.4968994,1.669831,1.4304923
