,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,64.19401,43.022163,74.80272,69.569855,67.920044,51.184334,69.472435,51.867695,29.892498
std,2.147421,2.2682033,1.3227848,1.6611953,1.4867959,2.1389706,0.9779367,2.1316702,1.5159265
