,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,71.654594,52.57441,74.103355,60.93064,72.398575,54.058983,73.944496,54.227455,34.008682
std,3.1574895,2.2789605,2.2268476,3.4758747,2.2972603,1.8264,1.7165859,2.028227,2.7498558
