,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,66.40592,44.299404,71.793106,53.887695,69.40839,48.090157,65.648834,42.11659,42.061806
std,1.1339076,1.5361277,1.5717446,2.674787,3.0557036,3.2088938,1.6458739,2.5968413,1.9236169
