,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,65.787964,55.43801,68.40441,62.088036,64.861465,55.81762,62.224285,44.402153,22.60636
std,1.4511751,2.263106,2.113626,2.434372,1.6335233,3.088996,1.4853394,2.6252975,1.6783944
