,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,63.37674,42.439125,70.33894,59.160362,63.70869,46.58313,62.050957,44.52605,34.82941
std,2.143633,2.0676458,1.3595504,1.6390922,1.3887067,1.8246868,1.6267929,2.4830942,1.2288066
