,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,71.82549,52.309612,75.14676,61.358826,70.84997,52.31838,70.35749,50.756298,33.61937
std,3.2129776,2.6978543,2.4339535,3.835237,3.9722404,3.253308,1.7332118,2.3593023,3.4856265
