,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,73.597084,62.96385,81.43353,73.78207,65.892624,51.838696,67.53293,48.90235,26.589499
std,2.9180229,3.6095748,2.346619,2.4151108,2.1170735,3.5695372,2.6789145,3.6390438,3.2583697
