,PER,PER_com,DATE,DATE_com,LOC,LOC_com,ORG,ORG_com,within
mean,60.57376,44.988598,66.739426,46.75844,58.944286,39.45184,62.728706,39.82379,29.948477
std,2.3944018,2.4517791,2.270259,1.815215,2.003104,2.3370552,2.175349,3.1848595,1.0760419
